model_parameters,model_rank,auc_score_mean,auc_score_std,auc_score_cv
"{'eta': 0.1, 'gamma': 1, 'max_depth': 3, 'min_child_weight': 5, 'n_estimators': 50, 'scale_pos_weight': 5, 'subsample': 0.6}",751,0.7907540571846158,0.016513934928932866,0.0208837814727486
"{'eta': 0.1, 'gamma': 1, 'max_depth': 3, 'min_child_weight': 5, 'n_estimators': 50, 'scale_pos_weight': 5, 'subsample': 0.8}",954,0.78903560968471,0.013106714202840868,0.016611055371858523
"{'eta': 0.1, 'gamma': 1, 'max_depth': 3, 'min_child_weight': 5, 'n_estimators': 50, 'scale_pos_weight': 5, 'subsample': 1.0}",937,0.7891673032260192,0.014001597195648741,0.01774224190284104
"{'eta': 0.1, 'gamma': 1, 'max_depth': 3, 'min_child_weight': 5, 'n_estimators': 50, 'scale_pos_weight': 10, 'subsample': 0.6}",789,0.7905400180730825,0.015198759940107187,0.019225794510888527
"{'eta': 0.1, 'gamma': 1, 'max_depth': 3, 'min_child_weight': 5, 'n_estimators': 50, 'scale_pos_weight': 10, 'subsample': 0.8}",994,0.7886691537513902,0.013509126295183955,0.017129015672701708
"{'eta': 0.1, 'gamma': 1, 'max_depth': 3, 'min_child_weight': 5, 'n_estimators': 50, 'scale_pos_weight': 10, 'subsample': 1.0}",1083,0.7875166596493391,0.015194518330270754,0.019294218279822146
"{'eta': 0.1, 'gamma': 1, 'max_depth': 3, 'min_child_weight': 5, 'n_estimators': 100, 'scale_pos_weight': 1, 'subsample': 0.6}",441,0.7931940719543334,0.014589991290150137,0.018393974193733165
"{'eta': 0.1, 'gamma': 1, 'max_depth': 3, 'min_child_weight': 5, 'n_estimators': 100, 'scale_pos_weight': 1, 'subsample': 0.8}",313,0.7944658250759238,0.014627497855998995,0.01841173955418549
"{'eta': 0.1, 'gamma': 1, 'max_depth': 3, 'min_child_weight': 5, 'n_estimators': 100, 'scale_pos_weight': 1, 'subsample': 1.0}",603,0.7918422503407108,0.01293932812141317,0.01634079024685243
"{'eta': 0.1, 'gamma': 1, 'max_depth': 3, 'min_child_weight': 5, 'n_estimators': 100, 'scale_pos_weight': 5, 'subsample': 0.6}",577,0.7920380459206097,0.016733444905793426,0.021127072104653307
"{'eta': 0.1, 'gamma': 1, 'max_depth': 3, 'min_child_weight': 5, 'n_estimators': 100, 'scale_pos_weight': 5, 'subsample': 0.8}",647,0.7915284141219829,0.013464782422248762,0.01701111695046957
"{'eta': 0.1, 'gamma': 1, 'max_depth': 3, 'min_child_weight': 5, 'n_estimators': 100, 'scale_pos_weight': 5, 'subsample': 1.0}",686,0.7912300281556766,0.014154523487701005,0.017889264795339727
"{'eta': 0.1, 'gamma': 1, 'max_depth': 3, 'min_child_weight': 5, 'n_estimators': 100, 'scale_pos_weight': 10, 'subsample': 0.6}",641,0.7915565916845644,0.016307165562743395,0.020601389381445272
"{'eta': 0.1, 'gamma': 1, 'max_depth': 3, 'min_child_weight': 5, 'n_estimators': 100, 'scale_pos_weight': 10, 'subsample': 0.8}",640,0.791593942246778,0.01327713021507611,0.016772652627168524
"{'eta': 0.1, 'gamma': 1, 'max_depth': 3, 'min_child_weight': 5, 'n_estimators': 100, 'scale_pos_weight': 10, 'subsample': 1.0}",833,0.7901349207550196,0.015478108342980699,0.019589196650352414
"{'eta': 0.1, 'gamma': 1, 'max_depth': 3, 'min_child_weight': 10, 'n_estimators': 50, 'scale_pos_weight': 1, 'subsample': 0.6}",431,0.7932952724644983,0.015760834382173693,0.019867551124072815
"{'eta': 0.1, 'gamma': 1, 'max_depth': 3, 'min_child_weight': 10, 'n_estimators': 50, 'scale_pos_weight': 1, 'subsample': 0.8}",736,0.7908308224765929,0.01564542680877586,0.01978353190607835
"{'eta': 0.1, 'gamma': 1, 'max_depth': 3, 'min_child_weight': 10, 'n_estimators': 50, 'scale_pos_weight': 1, 'subsample': 1.0}",862,0.789908350069803,0.015297369286827492,0.01936600529096279
"{'eta': 0.1, 'gamma': 1, 'max_depth': 3, 'min_child_weight': 10, 'n_estimators': 50, 'scale_pos_weight': 5, 'subsample': 0.6}",750,0.7907565244895093,0.016232746193727797,0.02052812173027243
"{'eta': 0.1, 'gamma': 1, 'max_depth': 3, 'min_child_weight': 10, 'n_estimators': 50, 'scale_pos_weight': 5, 'subsample': 0.8}",704,0.7911038125922228,0.013343217280758204,0.01686658194331824
"{'eta': 0.1, 'gamma': 1, 'max_depth': 3, 'min_child_weight': 10, 'n_estimators': 50, 'scale_pos_weight': 5, 'subsample': 1.0}",972,0.7888998345237744,0.013885758726284891,0.017601421775765916
"{'eta': 0.1, 'gamma': 1, 'max_depth': 3, 'min_child_weight': 10, 'n_estimators': 50, 'scale_pos_weight': 10, 'subsample': 0.6}",893,0.7896595650987815,0.015598560498039886,0.019753525680510947
"{'eta': 0.1, 'gamma': 1, 'max_depth': 3, 'min_child_weight': 10, 'n_estimators': 50, 'scale_pos_weight': 10, 'subsample': 0.8}",967,0.7889762949789292,0.01400380980792811,0.017749341643150514
"{'eta': 0.1, 'gamma': 1, 'max_depth': 3, 'min_child_weight': 10, 'n_estimators': 50, 'scale_pos_weight': 10, 'subsample': 1.0}",1110,0.7869811933647021,0.015460933109523192,0.01964587367510103
"{'eta': 0.1, 'gamma': 1, 'max_depth': 3, 'min_child_weight': 10, 'n_estimators': 100, 'scale_pos_weight': 1, 'subsample': 0.6}",168,0.7960259384965722,0.016393184659399332,0.020593782019667092
"{'eta': 0.1, 'gamma': 1, 'max_depth': 3, 'min_child_weight': 10, 'n_estimators': 100, 'scale_pos_weight': 1, 'subsample': 0.8}",161,0.7961890295292348,0.015921251494186064,0.01999682349755544
"{'eta': 0.1, 'gamma': 1, 'max_depth': 3, 'min_child_weight': 10, 'n_estimators': 100, 'scale_pos_weight': 1, 'subsample': 1.0}",407,0.7934467662011433,0.013964704089684619,0.017600051679011425
"{'eta': 0.1, 'gamma': 1, 'max_depth': 3, 'min_child_weight': 10, 'n_estimators': 100, 'scale_pos_weight': 5, 'subsample': 0.6}",475,0.7928590707520771,0.016092176590783946,0.020296389591052413
"{'eta': 0.1, 'gamma': 1, 'max_depth': 3, 'min_child_weight': 10, 'n_estimators': 100, 'scale_pos_weight': 5, 'subsample': 0.8}",426,0.793322528044146,0.013493633273795257,0.017009013102227667
"{'eta': 0.1, 'gamma': 1, 'max_depth': 3, 'min_child_weight': 10, 'n_estimators': 100, 'scale_pos_weight': 5, 'subsample': 1.0}",422,0.7933415176409712,0.01455045281293387,0.018340717697720083
"{'eta': 0.1, 'gamma': 1, 'max_depth': 3, 'min_child_weight': 10, 'n_estimators': 100, 'scale_pos_weight': 10, 'subsample': 0.6}",683,0.7912379070562521,0.01602320160346365,0.02025080125783774
"{'eta': 0.1, 'gamma': 1, 'max_depth': 3, 'min_child_weight': 10, 'n_estimators': 100, 'scale_pos_weight': 10, 'subsample': 0.8}",693,0.7911656338316116,0.011185945172670492,0.014138563019347806
"{'eta': 0.1, 'gamma': 1, 'max_depth': 3, 'min_child_weight': 10, 'n_estimators': 100, 'scale_pos_weight': 10, 'subsample': 1.0}",878,0.7897912408080566,0.015086291738949976,0.019101619465309323
"{'eta': 0.1, 'gamma': 1, 'max_depth': 5, 'min_child_weight': 1, 'n_estimators': 50, 'scale_pos_weight': 1, 'subsample': 0.6}",167,0.7960500951912931,0.014359961885412708,0.018039017861007815
"{'eta': 0.1, 'gamma': 1, 'max_depth': 5, 'min_child_weight': 1, 'n_estimators': 50, 'scale_pos_weight': 1, 'subsample': 0.8}",65,0.7977777619080714,0.015318031175012828,0.01920087511386152
"{'eta': 0.1, 'gamma': 1, 'max_depth': 5, 'min_child_weight': 1, 'n_estimators': 50, 'scale_pos_weight': 1, 'subsample': 1.0}",292,0.7946599921757143,0.01489336593135806,0.018741809173733838
"{'eta': 0.1, 'gamma': 1, 'max_depth': 5, 'min_child_weight': 1, 'n_estimators': 50, 'scale_pos_weight': 5, 'subsample': 0.6}",232,0.7953093010030154,0.011546964503163665,0.014518834984830493
"{'eta': 0.1, 'gamma': 1, 'max_depth': 5, 'min_child_weight': 1, 'n_estimators': 50, 'scale_pos_weight': 5, 'subsample': 0.8}",316,0.7944596752483618,0.015529171048178435,0.019546833567510833
"{'eta': 0.1, 'gamma': 1, 'max_depth': 5, 'min_child_weight': 1, 'n_estimators': 50, 'scale_pos_weight': 5, 'subsample': 1.0}",393,0.7935417712381673,0.015209499453015904,0.01916660219320836
"{'eta': 0.1, 'gamma': 1, 'max_depth': 5, 'min_child_weight': 1, 'n_estimators': 50, 'scale_pos_weight': 10, 'subsample': 0.6}",921,0.7893006307730155,0.013993345675089839,0.01772879069079827
"{'eta': 0.1, 'gamma': 1, 'max_depth': 5, 'min_child_weight': 1, 'n_estimators': 50, 'scale_pos_weight': 10, 'subsample': 0.8}",580,0.7920062460003638,0.01609142244302526,0.020317292350012436
"{'eta': 0.1, 'gamma': 1, 'max_depth': 5, 'min_child_weight': 1, 'n_estimators': 50, 'scale_pos_weight': 10, 'subsample': 1.0}",652,0.7915045927369458,0.01532402909819183,0.019360631939232126
"{'eta': 0.1, 'gamma': 1, 'max_depth': 5, 'min_child_weight': 1, 'n_estimators': 100, 'scale_pos_weight': 1, 'subsample': 0.6}",269,0.7949050160191815,0.015688822819416293,0.01973672640535673
"{'eta': 0.1, 'gamma': 1, 'max_depth': 5, 'min_child_weight': 1, 'n_estimators': 100, 'scale_pos_weight': 1, 'subsample': 0.8}",130,0.7966034843891213,0.014739612279095099,0.0185030728184653
"{'eta': 0.1, 'gamma': 1, 'max_depth': 5, 'min_child_weight': 1, 'n_estimators': 100, 'scale_pos_weight': 1, 'subsample': 1.0}",322,0.7943829042572302,0.014287627924017787,0.01798581999618573
"{'eta': 0.1, 'gamma': 1, 'max_depth': 5, 'min_child_weight': 1, 'n_estimators': 100, 'scale_pos_weight': 5, 'subsample': 0.6}",643,0.7915448985025547,0.01157944456528763,0.014628916928393618
"{'eta': 0.1, 'gamma': 1, 'max_depth': 5, 'min_child_weight': 1, 'n_estimators': 100, 'scale_pos_weight': 5, 'subsample': 0.8}",515,0.7924557602132184,0.014287443166492652,0.018029325905396243
"{'eta': 0.1, 'gamma': 1, 'max_depth': 5, 'min_child_weight': 1, 'n_estimators': 100, 'scale_pos_weight': 5, 'subsample': 1.0}",529,0.7923823808052187,0.014018466344697451,0.017691542220375837
"{'eta': 0.1, 'gamma': 1, 'max_depth': 5, 'min_child_weight': 1, 'n_estimators': 100, 'scale_pos_weight': 10, 'subsample': 0.6}",1159,0.7861980351257104,0.013804692255660484,0.017558797706042552
"{'eta': 0.1, 'gamma': 1, 'max_depth': 5, 'min_child_weight': 1, 'n_estimators': 100, 'scale_pos_weight': 10, 'subsample': 0.8}",804,0.7903748996673777,0.014853336418110508,0.018792773434937526
"{'eta': 0.1, 'gamma': 1, 'max_depth': 5, 'min_child_weight': 1, 'n_estimators': 100, 'scale_pos_weight': 10, 'subsample': 1.0}",914,0.789411619125065,0.015068802075553408,0.019088649964710092
"{'eta': 0.1, 'gamma': 1, 'max_depth': 5, 'min_child_weight': 5, 'n_estimators': 50, 'scale_pos_weight': 1, 'subsample': 0.6}",41,0.7982767773179645,0.015182614599157979,0.019019236223015587
"{'eta': 0.1, 'gamma': 1, 'max_depth': 5, 'min_child_weight': 5, 'n_estimators': 50, 'scale_pos_weight': 1, 'subsample': 0.8}",68,0.7975909481663807,0.016103648178169113,0.02019035975168794
"{'eta': 0.1, 'gamma': 1, 'max_depth': 5, 'min_child_weight': 5, 'n_estimators': 50, 'scale_pos_weight': 1, 'subsample': 1.0}",288,0.7946867559349954,0.014817203381294669,0.018645338267732126
"{'eta': 0.1, 'gamma': 1, 'max_depth': 5, 'min_child_weight': 5, 'n_estimators': 50, 'scale_pos_weight': 5, 'subsample': 0.6}",373,0.7937233892547851,0.013526446086021993,0.01704176325044644
"{'eta': 0.1, 'gamma': 1, 'max_depth': 5, 'min_child_weight': 5, 'n_estimators': 50, 'scale_pos_weight': 5, 'subsample': 0.8}",94,0.7972310877729072,0.014637058723274076,0.018359869487983977
"{'eta': 0.1, 'gamma': 1, 'max_depth': 5, 'min_child_weight': 5, 'n_estimators': 50, 'scale_pos_weight': 5, 'subsample': 1.0}",401,0.7935098456398876,0.014505447662341261,0.018280110501520046
"{'eta': 0.1, 'gamma': 1, 'max_depth': 5, 'min_child_weight': 5, 'n_estimators': 50, 'scale_pos_weight': 10, 'subsample': 0.6}",755,0.7907481396851742,0.011891981584571484,0.015038899224354947
"{'eta': 0.1, 'gamma': 1, 'max_depth': 5, 'min_child_weight': 5, 'n_estimators': 50, 'scale_pos_weight': 10, 'subsample': 0.8}",345,0.7941507353747165,0.015567739350455011,0.019603003129008555
"{'eta': 0.1, 'gamma': 1, 'max_depth': 5, 'min_child_weight': 5, 'n_estimators': 50, 'scale_pos_weight': 10, 'subsample': 1.0}",629,0.7917057853272752,0.0146931966114845,0.01855891024645049
"{'eta': 0.1, 'gamma': 1, 'max_depth': 5, 'min_child_weight': 5, 'n_estimators': 100, 'scale_pos_weight': 1, 'subsample': 0.6}",190,0.7956764466073049,0.015212241435704987,0.019118627302050554
"{'eta': 0.1, 'gamma': 1, 'max_depth': 5, 'min_child_weight': 5, 'n_estimators': 100, 'scale_pos_weight': 1, 'subsample': 0.8}",48,0.7980687808169266,0.015136722669471126,0.01896668937980099
"{'eta': 0.1, 'gamma': 1, 'max_depth': 5, 'min_child_weight': 5, 'n_estimators': 100, 'scale_pos_weight': 1, 'subsample': 1.0}",165,0.7960783837274324,0.014102998057712875,0.017715589753460218
"{'eta': 0.1, 'gamma': 1, 'max_depth': 5, 'min_child_weight': 5, 'n_estimators': 100, 'scale_pos_weight': 5, 'subsample': 0.6}",490,0.7926492896525961,0.012800637824607095,0.01614918223192679
"{'eta': 0.1, 'gamma': 1, 'max_depth': 5, 'min_child_weight': 5, 'n_estimators': 100, 'scale_pos_weight': 5, 'subsample': 0.8}",195,0.7956449372013346,0.01464204576385505,0.018402738557425073
"{'eta': 0.1, 'gamma': 1, 'max_depth': 5, 'min_child_weight': 5, 'n_estimators': 100, 'scale_pos_weight': 5, 'subsample': 1.0}",611,0.7918100230277814,0.01351818682942119,0.017072512896122927
"{'eta': 0.1, 'gamma': 1, 'max_depth': 5, 'min_child_weight': 5, 'n_estimators': 100, 'scale_pos_weight': 10, 'subsample': 0.6}",1091,0.7873552167340927,0.012347503424929926,0.01568225263832849
"{'eta': 0.1, 'gamma': 1, 'max_depth': 5, 'min_child_weight': 5, 'n_estimators': 100, 'scale_pos_weight': 10, 'subsample': 0.8}",360,0.7939130484344062,0.016205477240603294,0.020412156309258852
"{'eta': 0.1, 'gamma': 1, 'max_depth': 5, 'min_child_weight': 5, 'n_estimators': 100, 'scale_pos_weight': 10, 'subsample': 1.0}",830,0.7901434370848084,0.013408859421891057,0.016970158571919955
"{'eta': 0.1, 'gamma': 1, 'max_depth': 5, 'min_child_weight': 10, 'n_estimators': 50, 'scale_pos_weight': 1, 'subsample': 0.6}",96,0.7972145469906162,0.015754609379618402,0.019762069619890972
"{'eta': 0.1, 'gamma': 1, 'max_depth': 5, 'min_child_weight': 10, 'n_estimators': 50, 'scale_pos_weight': 1, 'subsample': 0.8}",169,0.7960242173947153,0.01630844848464472,0.020487377303695823
"{'eta': 0.1, 'gamma': 1, 'max_depth': 5, 'min_child_weight': 10, 'n_estimators': 50, 'scale_pos_weight': 1, 'subsample': 1.0}",248,0.7951081234339695,0.014489388656094476,0.01822316767877641
"{'eta': 0.1, 'gamma': 1, 'max_depth': 5, 'min_child_weight': 10, 'n_estimators': 50, 'scale_pos_weight': 5, 'subsample': 0.6}",259,0.7949627535759997,0.013971463622194433,0.017574991481482963
"{'eta': 0.1, 'gamma': 1, 'max_depth': 5, 'min_child_weight': 10, 'n_estimators': 50, 'scale_pos_weight': 5, 'subsample': 0.8}",233,0.7952985888273812,0.01466742412879859,0.018442663340349694
"{'eta': 0.1, 'gamma': 1, 'max_depth': 5, 'min_child_weight': 10, 'n_estimators': 50, 'scale_pos_weight': 5, 'subsample': 1.0}",166,0.7960511921566479,0.015019674099059088,0.018867723893947135
"{'eta': 0.1, 'gamma': 1, 'max_depth': 5, 'min_child_weight': 10, 'n_estimators': 50, 'scale_pos_weight': 10, 'subsample': 0.6}",447,0.7931500684661635,0.015996017364658596,0.020167705962117054
"{'eta': 0.1, 'gamma': 1, 'max_depth': 5, 'min_child_weight': 10, 'n_estimators': 50, 'scale_pos_weight': 10, 'subsample': 0.8}",258,0.7949830321554071,0.016632367959892248,0.020921664094889603
"{'eta': 0.1, 'gamma': 1, 'max_depth': 5, 'min_child_weight': 10, 'n_estimators': 50, 'scale_pos_weight': 10, 'subsample': 1.0}",741,0.7907947200084218,0.015119051421606664,0.019118806738423404
"{'eta': 0.1, 'gamma': 1, 'max_depth': 5, 'min_child_weight': 10, 'n_estimators': 100, 'scale_pos_weight': 1, 'subsample': 0.6}",147,0.7963574600436901,0.015576119019711687,0.019559205257971893
"{'eta': 0.1, 'gamma': 1, 'max_depth': 5, 'min_child_weight': 10, 'n_estimators': 100, 'scale_pos_weight': 1, 'subsample': 0.8}",69,0.7975797846344669,0.015421975803120712,0.019335966257204785
"{'eta': 0.1, 'gamma': 1, 'max_depth': 5, 'min_child_weight': 10, 'n_estimators': 100, 'scale_pos_weight': 1, 'subsample': 1.0}",171,0.7959693566519065,0.014682003295471806,0.018445437846035754
"{'eta': 0.1, 'gamma': 1, 'max_depth': 5, 'min_child_weight': 10, 'n_estimators': 100, 'scale_pos_weight': 5, 'subsample': 0.6}",522,0.7924088714427056,0.01392251881472539,0.017569867421319052
"{'eta': 0.1, 'gamma': 1, 'max_depth': 5, 'min_child_weight': 10, 'n_estimators': 100, 'scale_pos_weight': 5, 'subsample': 0.8}",175,0.7958836810782405,0.01513588794423431,0.019017713648467625
"{'eta': 0.1, 'gamma': 1, 'max_depth': 5, 'min_child_weight': 10, 'n_estimators': 100, 'scale_pos_weight': 5, 'subsample': 1.0}",125,0.796734515471952,0.014183204747601945,0.017801669781056757
"{'eta': 0.1, 'gamma': 1, 'max_depth': 5, 'min_child_weight': 10, 'n_estimators': 100, 'scale_pos_weight': 10, 'subsample': 0.6}",747,0.7907652597351302,0.014215705273284827,0.017977149474227575
"{'eta': 0.1, 'gamma': 1, 'max_depth': 5, 'min_child_weight': 10, 'n_estimators': 100, 'scale_pos_weight': 10, 'subsample': 0.8}",432,0.7932870677041471,0.015996767398122273,0.020165168511341716
"{'eta': 0.1, 'gamma': 1, 'max_depth': 5, 'min_child_weight': 10, 'n_estimators': 100, 'scale_pos_weight': 10, 'subsample': 1.0}",772,0.7906608076678298,0.013459335402159257,0.017022894358276773
"{'eta': 0.1, 'gamma': 1, 'max_depth': 7, 'min_child_weight': 1, 'n_estimators': 50, 'scale_pos_weight': 1, 'subsample': 0.6}",429,0.7933098865228677,0.012952953553638584,0.016327734941527425
"{'eta': 0.1, 'gamma': 1, 'max_depth': 7, 'min_child_weight': 1, 'n_estimators': 50, 'scale_pos_weight': 1, 'subsample': 0.8}",76,0.7975050820664179,0.012969996275194686,0.016263214576122936
"{'eta': 0.1, 'gamma': 1, 'max_depth': 7, 'min_child_weight': 1, 'n_estimators': 50, 'scale_pos_weight': 1, 'subsample': 1.0}",250,0.7950951478744614,0.01716626073782869,0.02159019682577549
"{'eta': 0.1, 'gamma': 1, 'max_depth': 7, 'min_child_weight': 1, 'n_estimators': 50, 'scale_pos_weight': 5, 'subsample': 0.6}",372,0.7937241939586714,0.010934170350067378,0.01377578059644823
"{'eta': 0.1, 'gamma': 1, 'max_depth': 7, 'min_child_weight': 1, 'n_estimators': 50, 'scale_pos_weight': 5, 'subsample': 0.8}",146,0.7963635353901428,0.012291724110751577,0.01543481533811037
"{'eta': 0.1, 'gamma': 1, 'max_depth': 7, 'min_child_weight': 1, 'n_estimators': 50, 'scale_pos_weight': 5, 'subsample': 1.0}",788,0.7905537448198885,0.016432172771992822,0.02078564914740434
"{'eta': 0.1, 'gamma': 1, 'max_depth': 7, 'min_child_weight': 1, 'n_estimators': 50, 'scale_pos_weight': 10, 'subsample': 0.6}",1051,0.7879465837545693,0.01261323458513787,0.01600772799221458
"{'eta': 0.1, 'gamma': 1, 'max_depth': 7, 'min_child_weight': 1, 'n_estimators': 50, 'scale_pos_weight': 10, 'subsample': 0.8}",817,0.7902799749609951,0.013379003464239425,0.016929447649106578
"{'eta': 0.1, 'gamma': 1, 'max_depth': 7, 'min_child_weight': 1, 'n_estimators': 50, 'scale_pos_weight': 10, 'subsample': 1.0}",1039,0.7880689307890557,0.014447821689235146,0.018333195390369258
"{'eta': 0.1, 'gamma': 1, 'max_depth': 7, 'min_child_weight': 1, 'n_estimators': 100, 'scale_pos_weight': 1, 'subsample': 0.6}",752,0.7907531097614472,0.012089630296490189,0.01528875466596314
"{'eta': 0.1, 'gamma': 1, 'max_depth': 7, 'min_child_weight': 1, 'n_estimators': 100, 'scale_pos_weight': 1, 'subsample': 0.8}",464,0.792972227693093,0.012316616613566356,0.015532216871450514
"{'eta': 0.1, 'gamma': 1, 'max_depth': 7, 'min_child_weight': 1, 'n_estimators': 100, 'scale_pos_weight': 1, 'subsample': 1.0}",220,0.7954844743209555,0.017178711465704457,0.02159528189455692
"{'eta': 0.1, 'gamma': 1, 'max_depth': 7, 'min_child_weight': 1, 'n_estimators': 100, 'scale_pos_weight': 5, 'subsample': 0.6}",1038,0.7881126417114812,0.010498326834556431,0.013320845623993613
"{'eta': 0.1, 'gamma': 1, 'max_depth': 7, 'min_child_weight': 1, 'n_estimators': 100, 'scale_pos_weight': 5, 'subsample': 0.8}",638,0.7916024138069252,0.010605479450514767,0.01339748245525371
"{'eta': 0.1, 'gamma': 1, 'max_depth': 7, 'min_child_weight': 1, 'n_estimators': 100, 'scale_pos_weight': 5, 'subsample': 1.0}",1188,0.7855712712736486,0.0151478063730533,0.019282536068935062
"{'eta': 0.1, 'gamma': 1, 'max_depth': 7, 'min_child_weight': 1, 'n_estimators': 100, 'scale_pos_weight': 10, 'subsample': 0.6}",1275,0.7831833479501998,0.01067507182414581,0.013630361079669692
"{'eta': 0.1, 'gamma': 1, 'max_depth': 7, 'min_child_weight': 1, 'n_estimators': 100, 'scale_pos_weight': 10, 'subsample': 0.8}",1182,0.785735721190973,0.012643756774641086,0.01609161507316532
"{'eta': 0.1, 'gamma': 1, 'max_depth': 7, 'min_child_weight': 1, 'n_estimators': 100, 'scale_pos_weight': 10, 'subsample': 1.0}",1304,0.7825756845177914,0.01476748242450704,0.01887035684427953
"{'eta': 0.1, 'gamma': 1, 'max_depth': 7, 'min_child_weight': 5, 'n_estimators': 50, 'scale_pos_weight': 1, 'subsample': 0.6}",238,0.7951987235460795,0.012520281727728831,0.01574484635978332
"{'eta': 0.1, 'gamma': 1, 'max_depth': 7, 'min_child_weight': 5, 'n_estimators': 50, 'scale_pos_weight': 1, 'subsample': 0.8}",120,0.7967780969365498,0.014303741841508642,0.017951976712843425
"{'eta': 0.1, 'gamma': 1, 'max_depth': 7, 'min_child_weight': 5, 'n_estimators': 50, 'scale_pos_weight': 1, 'subsample': 1.0}",197,0.7956274721601305,0.015202069680121959,0.01910701956890491
"{'eta': 0.1, 'gamma': 1, 'max_depth': 7, 'min_child_weight': 5, 'n_estimators': 50, 'scale_pos_weight': 5, 'subsample': 0.6}",399,0.7935238997814364,0.012760013395866599,0.01608018788013964
"{'eta': 0.1, 'gamma': 1, 'max_depth': 7, 'min_child_weight': 5, 'n_estimators': 50, 'scale_pos_weight': 5, 'subsample': 0.8}",326,0.7942898569740072,0.013633566693925809,0.01716447286116101
"{'eta': 0.1, 'gamma': 1, 'max_depth': 7, 'min_child_weight': 5, 'n_estimators': 50, 'scale_pos_weight': 5, 'subsample': 1.0}",542,0.7923052948812105,0.014099376589287931,0.017795383522461294
"{'eta': 0.1, 'gamma': 1, 'max_depth': 7, 'min_child_weight': 5, 'n_estimators': 50, 'scale_pos_weight': 10, 'subsample': 0.6}",986,0.7887196898748634,0.011408404891585292,0.014464460616414085
"{'eta': 0.1, 'gamma': 1, 'max_depth': 7, 'min_child_weight': 5, 'n_estimators': 50, 'scale_pos_weight': 10, 'subsample': 0.8}",424,0.7933289426299974,0.01427203116735651,0.017990054818928843
"{'eta': 0.1, 'gamma': 1, 'max_depth': 7, 'min_child_weight': 5, 'n_estimators': 50, 'scale_pos_weight': 10, 'subsample': 1.0}",1056,0.7878868526409799,0.014641242155944296,0.018582924828440994
"{'eta': 0.1, 'gamma': 1, 'max_depth': 7, 'min_child_weight': 5, 'n_estimators': 100, 'scale_pos_weight': 1, 'subsample': 0.6}",465,0.7929712682787639,0.012971673278728767,0.016358314352152115
"{'eta': 0.1, 'gamma': 1, 'max_depth': 7, 'min_child_weight': 5, 'n_estimators': 100, 'scale_pos_weight': 1, 'subsample': 0.8}",341,0.7942182788206007,0.01436202297874712,0.01808321888546113
"{'eta': 0.1, 'gamma': 1, 'max_depth': 7, 'min_child_weight': 5, 'n_estimators': 100, 'scale_pos_weight': 1, 'subsample': 1.0}",206,0.795569776237194,0.016406530947308526,0.020622365802917358
"{'eta': 0.1, 'gamma': 1, 'max_depth': 7, 'min_child_weight': 5, 'n_estimators': 100, 'scale_pos_weight': 5, 'subsample': 0.6}",808,0.7903662653934221,0.012735089079792903,0.016112895549070194
"{'eta': 0.1, 'gamma': 1, 'max_depth': 7, 'min_child_weight': 5, 'n_estimators': 100, 'scale_pos_weight': 5, 'subsample': 0.8}",739,0.7907982442610346,0.013470073823427018,0.01703351508577791
"{'eta': 0.1, 'gamma': 1, 'max_depth': 7, 'min_child_weight': 5, 'n_estimators': 100, 'scale_pos_weight': 5, 'subsample': 1.0}",644,0.7915421179028203,0.013813652993548186,0.01745157039798118
"{'eta': 0.1, 'gamma': 1, 'max_depth': 7, 'min_child_weight': 5, 'n_estimators': 100, 'scale_pos_weight': 10, 'subsample': 0.6}",1213,0.7849877751944181,0.012984249572309828,0.01654070290342294
"{'eta': 0.1, 'gamma': 1, 'max_depth': 7, 'min_child_weight': 5, 'n_estimators': 100, 'scale_pos_weight': 10, 'subsample': 0.8}",907,0.7894732498460074,0.013402041813009217,0.016975928969883886
"{'eta': 0.1, 'gamma': 1, 'max_depth': 7, 'min_child_weight': 5, 'n_estimators': 100, 'scale_pos_weight': 10, 'subsample': 1.0}",1280,0.7830526176960149,0.013891515666096664,0.01774020717403364
"{'eta': 0.1, 'gamma': 1, 'max_depth': 7, 'min_child_weight': 10, 'n_estimators': 50, 'scale_pos_weight': 1, 'subsample': 0.6}",67,0.7976037878064562,0.013551217098498543,0.016989910661992538
"{'eta': 0.1, 'gamma': 1, 'max_depth': 7, 'min_child_weight': 10, 'n_estimators': 50, 'scale_pos_weight': 1, 'subsample': 0.8}",13,0.7996101247747419,0.014987126145576289,0.01874304199161849
"{'eta': 0.1, 'gamma': 1, 'max_depth': 7, 'min_child_weight': 10, 'n_estimators': 50, 'scale_pos_weight': 1, 'subsample': 1.0}",127,0.796683329187549,0.016063146452379915,0.020162523632521565
"{'eta': 0.1, 'gamma': 1, 'max_depth': 7, 'min_child_weight': 10, 'n_estimators': 50, 'scale_pos_weight': 5, 'subsample': 0.6}",359,0.7939330213344237,0.011226485832243244,0.014140343745085745
"{'eta': 0.1, 'gamma': 1, 'max_depth': 7, 'min_child_weight': 10, 'n_estimators': 50, 'scale_pos_weight': 5, 'subsample': 0.8}",128,0.7966296826283498,0.014535580616002722,0.018246345740024327
"{'eta': 0.1, 'gamma': 1, 'max_depth': 7, 'min_child_weight': 10, 'n_estimators': 50, 'scale_pos_weight': 5, 'subsample': 1.0}",241,0.7951687641864429,0.013402899574927256,0.016855415074861622
