model_parameters,model_rank,auc_score_mean,auc_score_std,auc_score_cv
"{'eta': 0.05, 'gamma': 5, 'max_depth': 3, 'min_child_weight': 10, 'n_estimators': 50, 'scale_pos_weight': 5, 'subsample': 0.8}",1257,0.7840324645438921,0.013879347830447348,0.01770251674274943
"{'eta': 0.05, 'gamma': 5, 'max_depth': 3, 'min_child_weight': 10, 'n_estimators': 50, 'scale_pos_weight': 5, 'subsample': 1.0}",1313,0.7823169579842193,0.013050726275522796,0.0166821467211325
"{'eta': 0.05, 'gamma': 5, 'max_depth': 3, 'min_child_weight': 10, 'n_estimators': 50, 'scale_pos_weight': 10, 'subsample': 0.6}",1195,0.7853397878646519,0.014419382025518424,0.018360692083008927
"{'eta': 0.05, 'gamma': 5, 'max_depth': 3, 'min_child_weight': 10, 'n_estimators': 50, 'scale_pos_weight': 10, 'subsample': 0.8}",1292,0.7827939391305017,0.012737781989417525,0.016272203133772572
"{'eta': 0.05, 'gamma': 5, 'max_depth': 3, 'min_child_weight': 10, 'n_estimators': 50, 'scale_pos_weight': 10, 'subsample': 1.0}",1329,0.7818872583271941,0.012724170062469549,0.016273663404737185
"{'eta': 0.05, 'gamma': 5, 'max_depth': 3, 'min_child_weight': 10, 'n_estimators': 100, 'scale_pos_weight': 1, 'subsample': 0.6}",503,0.7925658634913854,0.016184025556713347,0.020419786294378114
"{'eta': 0.05, 'gamma': 5, 'max_depth': 3, 'min_child_weight': 10, 'n_estimators': 100, 'scale_pos_weight': 1, 'subsample': 0.8}",504,0.7925605103603671,0.016509285727524317,0.02083031580770755
"{'eta': 0.05, 'gamma': 5, 'max_depth': 3, 'min_child_weight': 10, 'n_estimators': 100, 'scale_pos_weight': 1, 'subsample': 1.0}",852,0.7899998749870724,0.014641279312730742,0.0185332678856061
"{'eta': 0.05, 'gamma': 5, 'max_depth': 3, 'min_child_weight': 10, 'n_estimators': 100, 'scale_pos_weight': 5, 'subsample': 0.6}",607,0.7918259825724642,0.015960457039924124,0.020156520992241498
"{'eta': 0.05, 'gamma': 5, 'max_depth': 3, 'min_child_weight': 10, 'n_estimators': 100, 'scale_pos_weight': 5, 'subsample': 0.8}",706,0.7910899740599869,0.014772508390239624,0.01867361346323857
"{'eta': 0.05, 'gamma': 5, 'max_depth': 3, 'min_child_weight': 10, 'n_estimators': 100, 'scale_pos_weight': 5, 'subsample': 1.0}",989,0.7887012481786352,0.01453554916077245,0.01842972759880843
"{'eta': 0.05, 'gamma': 5, 'max_depth': 3, 'min_child_weight': 10, 'n_estimators': 100, 'scale_pos_weight': 10, 'subsample': 0.6}",782,0.7905908344264526,0.015804015796750646,0.01999013283301714
"{'eta': 0.05, 'gamma': 5, 'max_depth': 3, 'min_child_weight': 10, 'n_estimators': 100, 'scale_pos_weight': 10, 'subsample': 0.8}",768,0.7906906105869388,0.015239841318391366,0.019274089149836564
"{'eta': 0.05, 'gamma': 5, 'max_depth': 3, 'min_child_weight': 10, 'n_estimators': 100, 'scale_pos_weight': 10, 'subsample': 1.0}",1057,0.7878837351250306,0.01503468331084225,0.019082362841842865
"{'eta': 0.05, 'gamma': 5, 'max_depth': 5, 'min_child_weight': 1, 'n_estimators': 50, 'scale_pos_weight': 1, 'subsample': 0.6}",267,0.7949129022480408,0.015351243246515631,0.01931185568016545
"{'eta': 0.05, 'gamma': 5, 'max_depth': 5, 'min_child_weight': 1, 'n_estimators': 50, 'scale_pos_weight': 1, 'subsample': 0.8}",251,0.7950924806448972,0.014822765886350706,0.018642819857041037
"{'eta': 0.05, 'gamma': 5, 'max_depth': 5, 'min_child_weight': 1, 'n_estimators': 50, 'scale_pos_weight': 1, 'subsample': 1.0}",408,0.7934406838994299,0.016736720636793084,0.021093852352691428
"{'eta': 0.05, 'gamma': 5, 'max_depth': 5, 'min_child_weight': 1, 'n_estimators': 50, 'scale_pos_weight': 5, 'subsample': 0.6}",472,0.7928922091998548,0.013140219197309348,0.016572516471778386
"{'eta': 0.05, 'gamma': 5, 'max_depth': 5, 'min_child_weight': 1, 'n_estimators': 50, 'scale_pos_weight': 5, 'subsample': 0.8}",276,0.7948382387329138,0.015671790237508507,0.01971695556883573
"{'eta': 0.05, 'gamma': 5, 'max_depth': 5, 'min_child_weight': 1, 'n_estimators': 50, 'scale_pos_weight': 5, 'subsample': 1.0}",575,0.7920458734571264,0.014780175949396603,0.01866075746961979
"{'eta': 0.05, 'gamma': 5, 'max_depth': 5, 'min_child_weight': 1, 'n_estimators': 50, 'scale_pos_weight': 10, 'subsample': 0.6}",498,0.7926149884848149,0.014607304874289772,0.018429256431566485
"{'eta': 0.05, 'gamma': 5, 'max_depth': 5, 'min_child_weight': 1, 'n_estimators': 50, 'scale_pos_weight': 10, 'subsample': 0.8}",626,0.7917321669517846,0.014770062272256529,0.018655377271233196
"{'eta': 0.05, 'gamma': 5, 'max_depth': 5, 'min_child_weight': 1, 'n_estimators': 50, 'scale_pos_weight': 10, 'subsample': 1.0}",985,0.7887477439433407,0.015158532870340457,0.01921848016268857
"{'eta': 0.05, 'gamma': 5, 'max_depth': 5, 'min_child_weight': 1, 'n_estimators': 100, 'scale_pos_weight': 1, 'subsample': 0.6}",95,0.7972272850300929,0.015905602265510403,0.01995115140208732
"{'eta': 0.05, 'gamma': 5, 'max_depth': 5, 'min_child_weight': 1, 'n_estimators': 100, 'scale_pos_weight': 1, 'subsample': 0.8}",37,0.7983941877992962,0.014450892523402876,0.018099947049007834
"{'eta': 0.05, 'gamma': 5, 'max_depth': 5, 'min_child_weight': 1, 'n_estimators': 100, 'scale_pos_weight': 1, 'subsample': 1.0}",315,0.7944611228801125,0.016649196555377988,0.020956590669938196
"{'eta': 0.05, 'gamma': 5, 'max_depth': 5, 'min_child_weight': 1, 'n_estimators': 100, 'scale_pos_weight': 5, 'subsample': 0.6}",226,0.7953789517229929,0.012612460953690327,0.01585717213960532
"{'eta': 0.05, 'gamma': 5, 'max_depth': 5, 'min_child_weight': 1, 'n_estimators': 100, 'scale_pos_weight': 5, 'subsample': 0.8}",18,0.7991184552665338,0.016285363175292753,0.020379160396015405
"{'eta': 0.05, 'gamma': 5, 'max_depth': 5, 'min_child_weight': 1, 'n_estimators': 100, 'scale_pos_weight': 5, 'subsample': 1.0}",378,0.7936654790992748,0.01473958870120443,0.018571538121996037
"{'eta': 0.05, 'gamma': 5, 'max_depth': 5, 'min_child_weight': 1, 'n_estimators': 100, 'scale_pos_weight': 10, 'subsample': 0.6}",477,0.7928176693384682,0.01421793557356515,0.01793342419503425
"{'eta': 0.05, 'gamma': 5, 'max_depth': 5, 'min_child_weight': 1, 'n_estimators': 100, 'scale_pos_weight': 10, 'subsample': 0.8}",423,0.7933293604156018,0.01506358422893473,0.018987806301588743
"{'eta': 0.05, 'gamma': 5, 'max_depth': 5, 'min_child_weight': 1, 'n_estimators': 100, 'scale_pos_weight': 10, 'subsample': 1.0}",670,0.7913534759943439,0.015673892312380876,0.019806436425500586
"{'eta': 0.05, 'gamma': 5, 'max_depth': 5, 'min_child_weight': 5, 'n_estimators': 50, 'scale_pos_weight': 1, 'subsample': 0.6}",247,0.7951269691097572,0.01655134449579524,0.020815976741835978
"{'eta': 0.05, 'gamma': 5, 'max_depth': 5, 'min_child_weight': 5, 'n_estimators': 50, 'scale_pos_weight': 1, 'subsample': 0.8}",193,0.7956469153885103,0.01470326759345327,0.018479638780819933
"{'eta': 0.05, 'gamma': 5, 'max_depth': 5, 'min_child_weight': 5, 'n_estimators': 50, 'scale_pos_weight': 1, 'subsample': 1.0}",381,0.7936063700209445,0.014916112306267304,0.018795353552761483
"{'eta': 0.05, 'gamma': 5, 'max_depth': 5, 'min_child_weight': 5, 'n_estimators': 50, 'scale_pos_weight': 5, 'subsample': 0.6}",297,0.7946283384481561,0.013813762258663872,0.017383928549088767
"{'eta': 0.05, 'gamma': 5, 'max_depth': 5, 'min_child_weight': 5, 'n_estimators': 50, 'scale_pos_weight': 5, 'subsample': 0.8}",337,0.7942262826056075,0.01547384889469152,0.019482922227059364
"{'eta': 0.05, 'gamma': 5, 'max_depth': 5, 'min_child_weight': 5, 'n_estimators': 50, 'scale_pos_weight': 5, 'subsample': 1.0}",710,0.7910532393391655,0.014552760384269276,0.01839668894653215
"{'eta': 0.05, 'gamma': 5, 'max_depth': 5, 'min_child_weight': 5, 'n_estimators': 50, 'scale_pos_weight': 10, 'subsample': 0.6}",653,0.791501400904909,0.0141302527996417,0.017852467201557497
"{'eta': 0.05, 'gamma': 5, 'max_depth': 5, 'min_child_weight': 5, 'n_estimators': 50, 'scale_pos_weight': 10, 'subsample': 0.8}",412,0.7934084301683161,0.015136994453062474,0.019078439146217877
"{'eta': 0.05, 'gamma': 5, 'max_depth': 5, 'min_child_weight': 5, 'n_estimators': 50, 'scale_pos_weight': 10, 'subsample': 1.0}",882,0.7897627343207989,0.015066997924328194,0.01907787905096068
"{'eta': 0.05, 'gamma': 5, 'max_depth': 5, 'min_child_weight': 5, 'n_estimators': 100, 'scale_pos_weight': 1, 'subsample': 0.6}",21,0.7989886538897505,0.016888734545118373,0.021137640018914196
"{'eta': 0.05, 'gamma': 5, 'max_depth': 5, 'min_child_weight': 5, 'n_estimators': 100, 'scale_pos_weight': 1, 'subsample': 0.8}",23,0.7988502401762014,0.014638284621046719,0.018324191300008834
"{'eta': 0.05, 'gamma': 5, 'max_depth': 5, 'min_child_weight': 5, 'n_estimators': 100, 'scale_pos_weight': 1, 'subsample': 1.0}",257,0.7949946652841394,0.014788474626712416,0.018601979701872415
"{'eta': 0.05, 'gamma': 5, 'max_depth': 5, 'min_child_weight': 5, 'n_estimators': 100, 'scale_pos_weight': 5, 'subsample': 0.6}",151,0.7963286383615559,0.01281004957806595,0.016086385646537332
"{'eta': 0.05, 'gamma': 5, 'max_depth': 5, 'min_child_weight': 5, 'n_estimators': 100, 'scale_pos_weight': 5, 'subsample': 0.8}",63,0.7977850984557705,0.015926879352397286,0.01996387170332723
"{'eta': 0.05, 'gamma': 5, 'max_depth': 5, 'min_child_weight': 5, 'n_estimators': 100, 'scale_pos_weight': 5, 'subsample': 1.0}",361,0.7938972388020118,0.0146716821467089,0.018480580898415037
"{'eta': 0.05, 'gamma': 5, 'max_depth': 5, 'min_child_weight': 5, 'n_estimators': 100, 'scale_pos_weight': 10, 'subsample': 0.6}",570,0.7920822686865115,0.01493577326012223,0.01885634087591661
"{'eta': 0.05, 'gamma': 5, 'max_depth': 5, 'min_child_weight': 5, 'n_estimators': 100, 'scale_pos_weight': 10, 'subsample': 0.8}",155,0.7962703009977085,0.015204945064329036,0.01909520554173324
"{'eta': 0.05, 'gamma': 5, 'max_depth': 5, 'min_child_weight': 5, 'n_estimators': 100, 'scale_pos_weight': 10, 'subsample': 1.0}",569,0.792083097747046,0.015859421632077767,0.020022421482275485
"{'eta': 0.05, 'gamma': 5, 'max_depth': 5, 'min_child_weight': 10, 'n_estimators': 50, 'scale_pos_weight': 1, 'subsample': 0.6}",385,0.7935644512518679,0.015771817117399185,0.019874651759562496
"{'eta': 0.05, 'gamma': 5, 'max_depth': 5, 'min_child_weight': 10, 'n_estimators': 50, 'scale_pos_weight': 1, 'subsample': 0.8}",202,0.7955981481874964,0.015608684090700084,0.019618803948022297
"{'eta': 0.05, 'gamma': 5, 'max_depth': 5, 'min_child_weight': 10, 'n_estimators': 50, 'scale_pos_weight': 1, 'subsample': 1.0}",502,0.7925660490659817,0.015034264407804414,0.018969099705345566
"{'eta': 0.05, 'gamma': 5, 'max_depth': 5, 'min_child_weight': 10, 'n_estimators': 50, 'scale_pos_weight': 5, 'subsample': 0.6}",244,0.7951499262856375,0.014645557113222567,0.018418610917359905
"{'eta': 0.05, 'gamma': 5, 'max_depth': 5, 'min_child_weight': 10, 'n_estimators': 50, 'scale_pos_weight': 5, 'subsample': 0.8}",319,0.7944170262540439,0.015273753279099167,0.019226366976448497
"{'eta': 0.05, 'gamma': 5, 'max_depth': 5, 'min_child_weight': 10, 'n_estimators': 50, 'scale_pos_weight': 5, 'subsample': 1.0}",730,0.7908799926899879,0.014781710856588397,0.018690207102485888
"{'eta': 0.05, 'gamma': 5, 'max_depth': 5, 'min_child_weight': 10, 'n_estimators': 50, 'scale_pos_weight': 10, 'subsample': 0.6}",388,0.793558425685894,0.014329606862525641,0.01805740623337239
"{'eta': 0.05, 'gamma': 5, 'max_depth': 5, 'min_child_weight': 10, 'n_estimators': 50, 'scale_pos_weight': 10, 'subsample': 0.8}",470,0.7928998963062002,0.013866346276371884,0.017488142375815134
"{'eta': 0.05, 'gamma': 5, 'max_depth': 5, 'min_child_weight': 10, 'n_estimators': 50, 'scale_pos_weight': 10, 'subsample': 1.0}",903,0.7895201403422757,0.014561328153180302,0.01844326371062253
"{'eta': 0.05, 'gamma': 5, 'max_depth': 5, 'min_child_weight': 10, 'n_estimators': 100, 'scale_pos_weight': 1, 'subsample': 0.6}",116,0.7968766780280375,0.016450961362624132,0.020644300198788497
"{'eta': 0.05, 'gamma': 5, 'max_depth': 5, 'min_child_weight': 10, 'n_estimators': 100, 'scale_pos_weight': 1, 'subsample': 0.8}",27,0.7987193133357214,0.01548764242908274,0.019390594631299343
"{'eta': 0.05, 'gamma': 5, 'max_depth': 5, 'min_child_weight': 10, 'n_estimators': 100, 'scale_pos_weight': 1, 'subsample': 1.0}",348,0.794125474092148,0.014888234418875329,0.018747962261122155
"{'eta': 0.05, 'gamma': 5, 'max_depth': 5, 'min_child_weight': 10, 'n_estimators': 100, 'scale_pos_weight': 5, 'subsample': 0.6}",49,0.7980358351392159,0.015292819732576228,0.019163073961344635
"{'eta': 0.05, 'gamma': 5, 'max_depth': 5, 'min_child_weight': 10, 'n_estimators': 100, 'scale_pos_weight': 5, 'subsample': 0.8}",101,0.7971134518718629,0.01619711743556009,0.02031971408527151
"{'eta': 0.05, 'gamma': 5, 'max_depth': 5, 'min_child_weight': 10, 'n_estimators': 100, 'scale_pos_weight': 5, 'subsample': 1.0}",260,0.7949592470086686,0.014065830024326046,0.017693774966772186
"{'eta': 0.05, 'gamma': 5, 'max_depth': 5, 'min_child_weight': 10, 'n_estimators': 100, 'scale_pos_weight': 10, 'subsample': 0.6}",234,0.795291536716042,0.01469965901333399,0.018483359038413215
"{'eta': 0.05, 'gamma': 5, 'max_depth': 5, 'min_child_weight': 10, 'n_estimators': 100, 'scale_pos_weight': 10, 'subsample': 0.8}",254,0.7950334753389162,0.014362600571717178,0.018065403554981783
"{'eta': 0.05, 'gamma': 5, 'max_depth': 5, 'min_child_weight': 10, 'n_estimators': 100, 'scale_pos_weight': 10, 'subsample': 1.0}",551,0.7922305332986267,0.0144840736786735,0.018282650150286257
"{'eta': 0.05, 'gamma': 5, 'max_depth': 7, 'min_child_weight': 1, 'n_estimators': 50, 'scale_pos_weight': 1, 'subsample': 0.6}",64,0.7977836376000557,0.015644649207128818,0.019610140481436875
"{'eta': 0.05, 'gamma': 5, 'max_depth': 7, 'min_child_weight': 1, 'n_estimators': 50, 'scale_pos_weight': 1, 'subsample': 0.8}",17,0.7992722301116887,0.016026093611602697,0.020050857527432478
"{'eta': 0.05, 'gamma': 5, 'max_depth': 7, 'min_child_weight': 1, 'n_estimators': 50, 'scale_pos_weight': 1, 'subsample': 1.0}",224,0.7953877997856397,0.01580975634674439,0.01987679010289721
"{'eta': 0.05, 'gamma': 5, 'max_depth': 7, 'min_child_weight': 1, 'n_estimators': 50, 'scale_pos_weight': 5, 'subsample': 0.6}",433,0.7932732570216423,0.013867696974951493,0.017481614125021677
"{'eta': 0.05, 'gamma': 5, 'max_depth': 7, 'min_child_weight': 1, 'n_estimators': 50, 'scale_pos_weight': 5, 'subsample': 0.8}",223,0.7953961624842428,0.012556554803537517,0.015786541846417656
"{'eta': 0.05, 'gamma': 5, 'max_depth': 7, 'min_child_weight': 1, 'n_estimators': 50, 'scale_pos_weight': 5, 'subsample': 1.0}",853,0.7899808343379625,0.012559214631200142,0.015898125733297436
"{'eta': 0.05, 'gamma': 5, 'max_depth': 7, 'min_child_weight': 1, 'n_estimators': 50, 'scale_pos_weight': 10, 'subsample': 0.6}",544,0.7922969278391063,0.010631804071031647,0.013418964150256903
"{'eta': 0.05, 'gamma': 5, 'max_depth': 7, 'min_child_weight': 1, 'n_estimators': 50, 'scale_pos_weight': 10, 'subsample': 0.8}",866,0.7898771382336202,0.010983060968700182,0.013904771308182549
"{'eta': 0.05, 'gamma': 5, 'max_depth': 7, 'min_child_weight': 1, 'n_estimators': 50, 'scale_pos_weight': 10, 'subsample': 1.0}",1251,0.7842665188447286,0.012652211091043353,0.016132540134036085
"{'eta': 0.05, 'gamma': 5, 'max_depth': 7, 'min_child_weight': 1, 'n_estimators': 100, 'scale_pos_weight': 1, 'subsample': 0.6}",11,0.7996560672149314,0.014984663074404816,0.01873888498913526
"{'eta': 0.05, 'gamma': 5, 'max_depth': 7, 'min_child_weight': 1, 'n_estimators': 100, 'scale_pos_weight': 1, 'subsample': 0.8}",2,0.8018766042091269,0.015775805457550304,0.019673607353976403
"{'eta': 0.05, 'gamma': 5, 'max_depth': 7, 'min_child_weight': 1, 'n_estimators': 100, 'scale_pos_weight': 1, 'subsample': 1.0}",149,0.7963396069015264,0.015153015251354632,0.019028333037852306
"{'eta': 0.05, 'gamma': 5, 'max_depth': 7, 'min_child_weight': 1, 'n_estimators': 100, 'scale_pos_weight': 5, 'subsample': 0.6}",384,0.7935650829518303,0.014277463678222715,0.01799154724035327
"{'eta': 0.05, 'gamma': 5, 'max_depth': 7, 'min_child_weight': 1, 'n_estimators': 100, 'scale_pos_weight': 5, 'subsample': 0.8}",88,0.7973380721884821,0.013329667030364312,0.016717710460981628
"{'eta': 0.05, 'gamma': 5, 'max_depth': 7, 'min_child_weight': 1, 'n_estimators': 100, 'scale_pos_weight': 5, 'subsample': 1.0}",452,0.7931115658620813,0.013743539567218264,0.01732863339633633
"{'eta': 0.05, 'gamma': 5, 'max_depth': 7, 'min_child_weight': 1, 'n_estimators': 100, 'scale_pos_weight': 10, 'subsample': 0.6}",717,0.7909968301751747,0.013034257960275105,0.01647826825979635
"{'eta': 0.05, 'gamma': 5, 'max_depth': 7, 'min_child_weight': 1, 'n_estimators': 100, 'scale_pos_weight': 10, 'subsample': 0.8}",842,0.7900517569870947,0.01139185581991272,0.014419125986576097
"{'eta': 0.05, 'gamma': 5, 'max_depth': 7, 'min_child_weight': 1, 'n_estimators': 100, 'scale_pos_weight': 10, 'subsample': 1.0}",1047,0.7879973846055313,0.014075137071915501,0.017861908360218056
"{'eta': 0.05, 'gamma': 5, 'max_depth': 7, 'min_child_weight': 5, 'n_estimators': 50, 'scale_pos_weight': 1, 'subsample': 0.6}",143,0.7963860479411986,0.016956812267614897,0.021292201579185512
"{'eta': 0.05, 'gamma': 5, 'max_depth': 7, 'min_child_weight': 5, 'n_estimators': 50, 'scale_pos_weight': 1, 'subsample': 0.8}",104,0.7970652274031896,0.015151171679187374,0.019008697354104077
"{'eta': 0.05, 'gamma': 5, 'max_depth': 7, 'min_child_weight': 5, 'n_estimators': 50, 'scale_pos_weight': 1, 'subsample': 1.0}",227,0.7953591300157288,0.01576285532796135,0.019818538233979444
"{'eta': 0.05, 'gamma': 5, 'max_depth': 7, 'min_child_weight': 5, 'n_estimators': 50, 'scale_pos_weight': 5, 'subsample': 0.6}",357,0.7939840977753562,0.01409629017224114,0.01775386964516944
"{'eta': 0.05, 'gamma': 5, 'max_depth': 7, 'min_child_weight': 5, 'n_estimators': 50, 'scale_pos_weight': 5, 'subsample': 0.8}",243,0.7951521848530881,0.01337919643378564,0.01682595695345737
"{'eta': 0.05, 'gamma': 5, 'max_depth': 7, 'min_child_weight': 5, 'n_estimators': 50, 'scale_pos_weight': 5, 'subsample': 1.0}",648,0.791527231565681,0.014088091772870947,0.017798619189644285
"{'eta': 0.05, 'gamma': 5, 'max_depth': 7, 'min_child_weight': 5, 'n_estimators': 50, 'scale_pos_weight': 10, 'subsample': 0.6}",467,0.7929574495699431,0.01204674682464464,0.015192173087191676
"{'eta': 0.05, 'gamma': 5, 'max_depth': 7, 'min_child_weight': 5, 'n_estimators': 50, 'scale_pos_weight': 10, 'subsample': 0.8}",698,0.7911378483484226,0.010410750732586594,0.0131592120820917
"{'eta': 0.05, 'gamma': 5, 'max_depth': 7, 'min_child_weight': 5, 'n_estimators': 50, 'scale_pos_weight': 10, 'subsample': 1.0}",1125,0.7867292993862284,0.014496474306236226,0.018426254516700647
"{'eta': 0.05, 'gamma': 5, 'max_depth': 7, 'min_child_weight': 5, 'n_estimators': 100, 'scale_pos_weight': 1, 'subsample': 0.6}",46,0.7981918165566126,0.018154540215183937,0.022744583242537298
"{'eta': 0.05, 'gamma': 5, 'max_depth': 7, 'min_child_weight': 5, 'n_estimators': 100, 'scale_pos_weight': 1, 'subsample': 0.8}",15,0.7994614947362436,0.01553607108501462,0.019433169936646223
"{'eta': 0.05, 'gamma': 5, 'max_depth': 7, 'min_child_weight': 5, 'n_estimators': 100, 'scale_pos_weight': 1, 'subsample': 1.0}",137,0.7964713390755298,0.015176076217038014,0.019054139769364455
"{'eta': 0.05, 'gamma': 5, 'max_depth': 7, 'min_child_weight': 5, 'n_estimators': 100, 'scale_pos_weight': 5, 'subsample': 0.6}",263,0.7949534495091924,0.014287039838729485,0.017972171637912083
"{'eta': 0.05, 'gamma': 5, 'max_depth': 7, 'min_child_weight': 5, 'n_estimators': 100, 'scale_pos_weight': 5, 'subsample': 0.8}",119,0.7968224903022652,0.013882670620014609,0.017422538631845574
"{'eta': 0.05, 'gamma': 5, 'max_depth': 7, 'min_child_weight': 5, 'n_estimators': 100, 'scale_pos_weight': 5, 'subsample': 1.0}",343,0.7941923400922394,0.01443702243570654,0.01817824437091623
"{'eta': 0.05, 'gamma': 5, 'max_depth': 7, 'min_child_weight': 5, 'n_estimators': 100, 'scale_pos_weight': 10, 'subsample': 0.6}",476,0.7928574539867329,0.013769495766602377,0.01736692478246258
"{'eta': 0.05, 'gamma': 5, 'max_depth': 7, 'min_child_weight': 5, 'n_estimators': 100, 'scale_pos_weight': 10, 'subsample': 0.8}",646,0.7915305418198405,0.010335416757905898,0.013057508474838274
"{'eta': 0.05, 'gamma': 5, 'max_depth': 7, 'min_child_weight': 5, 'n_estimators': 100, 'scale_pos_weight': 10, 'subsample': 1.0}",835,0.7901136452278755,0.015426187491375228,0.01952401098822459
"{'eta': 0.05, 'gamma': 5, 'max_depth': 7, 'min_child_weight': 10, 'n_estimators': 50, 'scale_pos_weight': 1, 'subsample': 0.6}",249,0.7951052786657353,0.01663177841746569,0.020917705948796425
"{'eta': 0.05, 'gamma': 5, 'max_depth': 7, 'min_child_weight': 10, 'n_estimators': 50, 'scale_pos_weight': 1, 'subsample': 0.8}",103,0.7970864040950408,0.015561097067951314,0.01952247207831672
"{'eta': 0.05, 'gamma': 5, 'max_depth': 7, 'min_child_weight': 10, 'n_estimators': 50, 'scale_pos_weight': 1, 'subsample': 1.0}",301,0.7945755841282139,0.015798178513115987,0.019882537078520106
"{'eta': 0.05, 'gamma': 5, 'max_depth': 7, 'min_child_weight': 10, 'n_estimators': 50, 'scale_pos_weight': 5, 'subsample': 0.6}",162,0.7961880300911801,0.013708622612080994,0.017217820532307013
"{'eta': 0.05, 'gamma': 5, 'max_depth': 7, 'min_child_weight': 10, 'n_estimators': 50, 'scale_pos_weight': 5, 'subsample': 0.8}",174,0.7958882916807307,0.015342125813422258,0.019276732644254963
"{'eta': 0.05, 'gamma': 5, 'max_depth': 7, 'min_child_weight': 10, 'n_estimators': 50, 'scale_pos_weight': 5, 'subsample': 1.0}",391,0.7935502596022732,0.013520847247858738,0.017038425839133838
"{'eta': 0.05, 'gamma': 5, 'max_depth': 7, 'min_child_weight': 10, 'n_estimators': 50, 'scale_pos_weight': 10, 'subsample': 0.6}",229,0.795328482413396,0.01359684304122724,0.0170958834517885
"{'eta': 0.05, 'gamma': 5, 'max_depth': 7, 'min_child_weight': 10, 'n_estimators': 50, 'scale_pos_weight': 10, 'subsample': 0.8}",500,0.7925942134461703,0.012327358906974211,0.015553178029619105
"{'eta': 0.05, 'gamma': 5, 'max_depth': 7, 'min_child_weight': 10, 'n_estimators': 50, 'scale_pos_weight': 10, 'subsample': 1.0}",982,0.7887701338472938,0.014347247327496057,0.018189389673663393
"{'eta': 0.05, 'gamma': 5, 'max_depth': 7, 'min_child_weight': 10, 'n_estimators': 100, 'scale_pos_weight': 1, 'subsample': 0.6}",102,0.7971067204433848,0.01744620944301584,0.021886918019348167
"{'eta': 0.05, 'gamma': 5, 'max_depth': 7, 'min_child_weight': 10, 'n_estimators': 100, 'scale_pos_weight': 1, 'subsample': 0.8}",14,0.799531217131261,0.016448397011180935,0.020572551338518357
"{'eta': 0.05, 'gamma': 5, 'max_depth': 7, 'min_child_weight': 10, 'n_estimators': 100, 'scale_pos_weight': 1, 'subsample': 1.0}",211,0.7955252675236193,0.014917998141336625,0.01875238757377836
"{'eta': 0.05, 'gamma': 5, 'max_depth': 7, 'min_child_weight': 10, 'n_estimators': 100, 'scale_pos_weight': 5, 'subsample': 0.6}",126,0.7966883523006937,0.013448452785162015,0.016880443584150924
"{'eta': 0.05, 'gamma': 5, 'max_depth': 7, 'min_child_weight': 10, 'n_estimators': 100, 'scale_pos_weight': 5, 'subsample': 0.8}",57,0.7979258596016753,0.014441732234805353,0.01809909036162165
"{'eta': 0.05, 'gamma': 5, 'max_depth': 7, 'min_child_weight': 10, 'n_estimators': 100, 'scale_pos_weight': 5, 'subsample': 1.0}",245,0.795140645259636,0.013316400308887543,0.01674722627786102
"{'eta': 0.05, 'gamma': 5, 'max_depth': 7, 'min_child_weight': 10, 'n_estimators': 100, 'scale_pos_weight': 10, 'subsample': 0.6}",199,0.7956008162200261,0.012580463698631323,0.015812532418458647
"{'eta': 0.05, 'gamma': 5, 'max_depth': 7, 'min_child_weight': 10, 'n_estimators': 100, 'scale_pos_weight': 10, 'subsample': 0.8}",210,0.7955311321849319,0.012218256681535146,0.015358615379359973
"{'eta': 0.05, 'gamma': 5, 'max_depth': 7, 'min_child_weight': 10, 'n_estimators': 100, 'scale_pos_weight': 10, 'subsample': 1.0}",748,0.7907650612397893,0.01427053207270225,0.018046487853583728
"{'eta': 0.1, 'gamma': 0, 'max_depth': 3, 'min_child_weight': 1, 'n_estimators': 50, 'scale_pos_weight': 1, 'subsample': 0.6}",774,0.7906510404311352,0.015048333479722866,0.01903283839545337
"{'eta': 0.1, 'gamma': 0, 'max_depth': 3, 'min_child_weight': 1, 'n_estimators': 50, 'scale_pos_weight': 1, 'subsample': 0.8}",658,0.7914654086062741,0.015703787345322916,0.019841407059060734
"{'eta': 0.1, 'gamma': 0, 'max_depth': 3, 'min_child_weight': 1, 'n_estimators': 50, 'scale_pos_weight': 1, 'subsample': 1.0}",923,0.789287755233695,0.013980825210504949,0.017713216907014426
"{'eta': 0.1, 'gamma': 0, 'max_depth': 3, 'min_child_weight': 1, 'n_estimators': 50, 'scale_pos_weight': 5, 'subsample': 0.6}",745,0.7907818259204137,0.014962725037772486,0.01892143262189535
"{'eta': 0.1, 'gamma': 0, 'max_depth': 3, 'min_child_weight': 1, 'n_estimators': 50, 'scale_pos_weight': 5, 'subsample': 0.8}",872,0.7898520196753672,0.013627493417120022,0.01725322348700328
"{'eta': 0.1, 'gamma': 0, 'max_depth': 3, 'min_child_weight': 1, 'n_estimators': 50, 'scale_pos_weight': 5, 'subsample': 1.0}",996,0.788659198978111,0.013869380428004629,0.01758602504855785
"{'eta': 0.1, 'gamma': 0, 'max_depth': 3, 'min_child_weight': 1, 'n_estimators': 50, 'scale_pos_weight': 10, 'subsample': 0.6}",870,0.7898658255919268,0.015448619250726766,0.019558536083200646
